filename,nose-x,nose-y,right_eye-x,right_eye-y,left_eye-x,left_eye-y,right_ear_base-x,right_ear_base-y,right_ear_tip-x,right_ear_tip-y,left_ear_base-x,left_ear_base-y,left_ear_tip-x,left_ear_tip-y,head_midpoint-x,head_midpoint-y,back_withers-x,back_withers-y,back_midpoint-x,back_midpoint-y,back_croup-x,back_croup-y,tail_base-x,tail_base-y,tail_upper_midpoint-x,tail_upper_midpoint-y,tail_midpoint-x,tail_midpoint-y,tail_lower_midpoint-x,tail_lower_midpoint-y,tail_end-x,tail_end-y
20241115-153257-409240_2-1272.png,897.1540595721439,720.2758042958017,,,,,835.3483178614191,677.9431044939354,832.8083558733072,683.8696824661967,872.6010936870614,650.8501766207411,879.3743256553599,652.5434846128156,873.4477476830987,689.7962604384579,845.508165813867,645.7702526445171,812.4886599684113,601.7442448505763,773.5425761506943,566.1847770170085,732.9031843409028,546.71173510815,,,632.9980128084984,589.0444349100162,,,655.0110167054689,712.6559183314657
20241115-153257-409240_2-1567.png,1239.202273971223,529.7786551874036,,,,,1179.9364942486102,556.871583060598,1180.7831482446475,567.8780850090833,1180.7831482446475,510.30561327854514,1190.9429961970955,500.99241932213454,1211.2626921019912,529.7786551874036,1163.0034143278638,529.7786551874036,1108.817558581475,532.3186171755156,1066.4848587796087,534.0119251675902,1044.4718548826384,539.0918491438141,,,916.6271014810022,575.4979709734191,,,851.4347437861283,693.1828764226073
20241115-153257-409240_2-204.png,962.3464172670178,609.3641308149121,986.8993831521002,616.984016779248,,,1030.0787369500038,651.6968306167784,1037.6986229143397,645.7702526445171,998.7525390966227,682.1763744741221,985.2060751600256,683.0230284701594,991.9793071283242,641.5369826643305,1038.545276910377,685.5629904582713,1080.8779767122433,730.4356522482495,1121.5173685220348,793.0880479550116,1133.3705244665573,852.3538276776243,,,1052.9383948430116,927.7060333249462,,,900.5406755562931,933.6326112972075
20241115-153257-409240_2-2136.png,1096.9644026369524,431.56679164707396,1072.41143675187,422.25359769066336,,,1031.7720449420783,394.31401582143167,1030.925390946041,401.93390178576755,1055.4783568311234,357.90789399182665,1069.871474763758,348.5947000354161,1072.41143675187,389.2340918452077,1024.1521589777424,357.90789399182665,971.6596112234284,348.5947000354161,905.6205995325171,357.0612399957893,864.1345537266882,401.9339017857675,,,813.3353139644487,512.8455752666571,,,828.5750858931204,651.6968306167784
20241115-153257-409240_2-2369.png,929.3269114215622,350.2880080274908,932.7135274057115,375.6876279086105,,,914.0871394928903,423.94690568273796,924.2469874453382,430.7201376510366,877.6810176632854,393.4673618253943,875.1410556751733,380.7675518848344,914.0871394928903,379.92089788879707,878.5276716593227,428.18017566292457,838.7349338455684,460.3530275123429,776.9291921348437,500.9924193221345,723.5899903844922,511.99892127061975,,,641.4645527688717,445.9599095797084,,,704.963602471671,338.4348520829682
20241115-153257-409240_2-279.png,759.1494582180599,881.9867175389306,740.5230703052387,846.427249705363,774.3892301467317,844.7339417132883,732.0565303448655,782.0815460065263,719.3567204043056,782.9282000025637,,,783.7024241031423,785.4681619906756,754.0695342418359,814.2543978559447,757.4561502259852,750.7553481531453,760.8427662101345,703.3427243750551,784.5490780991796,645.7702526445171,815.0286219565234,600.0509368585016,,,893.7674435879945,506.91899729439575,,,1036.8519689183024,489.139263377612
20241115-153257-409240_2-2793.png,1262.908585860268,817.641013840094,1218.8825780663271,804.0945499034968,1248.5154679276336,776.154968034265,1171.469954288237,769.3817360659665,1159.6167983437144,782.9282000025637,,,1207.0294221218046,738.0555382125855,1212.1093460980285,771.0750440580412,1179.9364942486102,729.5889982522123,1151.9969123793785,689.7962604384579,1096.1177486409151,632.2237887079199,1041.9318928945263,600.8975908545389,,,914.0871394928903,557.7182370566353,,,782.855770107105,598.3576288664269
20241115-153257-409240_2-301.png,975.0462272075777,670.3232185295994,,,950.4932613224953,674.5564885097862,924.2469874453382,738.0555382125855,934.4068353977862,744.828770180884,909.0072155166664,695.7228384107192,914.0871394928903,683.8696824661967,951.3399153185326,700.8027623869432,890.3808276038452,724.5090742759883,831.9617018772698,729.5889982522123,765.0760361903211,720.2758042958017,714.2767964280816,685.5629904582713,,,669.4041346381034,567.8780850090833,,,,
20241115-153257-409240_2-3026.png,851.4347437861283,1044.5442847780969,855.6680137663149,993.7450450158575,892.9207895919571,1016.6047029088653,,,870.0611316989495,902.3064134438265,,,960.6531092749432,949.7190372219167,894.6140975840318,961.5721931664392,935.2534893938234,911.6196074002371,960.6531092749432,880.2934095468561,1001.2925010847348,835.4207477568779,1024.9988129737799,799.0146259272728,,,1086.8045546845044,688.9496064424206,,,1129.1372544863707,556.871583060598
20241115-153257-409240_2-320.png,1210.416038105954,302.87538424940055,,,1181.6298022406847,318.1151561780724,1187.5563802129461,374.8409739125732,1196.8695741693566,380.76755188483446,1146.9169884031546,348.5947000354161,1143.5303724190053,334.2015821027816,1189.2496882050207,337.5881980869309,1154.5368743674906,388.3874378491704,1126.5972924982589,435.80006162726056,1094.4244406488403,502.6857273142092,1049.5517788588622,554.331621072486,,,960.6531092749432,643.2302906564051,,,823.4951619168966,678.7897584899728
