filename,back_croup-x,back_croup-y,back_left_knee-x,back_left_knee-y,back_left_paw-x,back_left_paw-y,back_left_wrist-x,back_left_wrist-y,back_midpoint-x,back_midpoint-y,back_right_knee-x,back_right_knee-y,back_right_paw-x,back_right_paw-y,back_right_wrist-x,back_right_wrist-y,back_withers-x,back_withers-y,ears_midpoint-x,ears_midpoint-y,front_left_elbow-x,front_left_elbow-y,front_left_paw-x,front_left_paw-y,front_right_elbow-x,front_right_elbow-y,front_right_paw-x,front_right_paw-y,left_ear_base-x,left_ear_base-y,left_ear_tip-x,left_ear_tip-y,left_eye-x,left_eye-y,nose-x,nose-y,right_ear_base-x,right_ear_base-y,right_ear_tip-x,right_ear_tip-y,right_eye-x,right_eye-y,tail_base-x,tail_base-y,tail_end-x,tail_end-y,tail_lower_midpoint-x,tail_lower_midpoint-y,tail_midpoint-x,tail_midpoint-y,tail_upper_midpoint-x,tail_upper_midpoint-y,bbox_tl-x,bbox_tl-y,bbox_br-x,bbox_br-y
20241115-153257-409240_4-1272_blurred.jpg,1072.94,562.48,1008.39,596.6,1011.65,645.86,1033.4,640.37,1015.36,511.38,,,993.31,641.23,,,943.82,517.28,918.77,528.17,947.21,596.38,960.48,647.72,954.66,593.85,932.71,641.97,911.34,543.82,918.23,505.67,882.77,579.65,863.99,606.51,,,930.89,504.25,,,1092.26,629.83,,,,,1097.71,619.77,1134.94,627.78,861.5,503.7,1140.9,651.5
20241115-153257-409240_4-1272_bright.jpg,1072.94,562.48,1008.39,596.6,1011.65,645.86,1033.4,640.37,1015.36,511.38,,,993.31,641.23,,,943.82,517.28,918.77,528.17,947.21,596.38,960.48,647.72,954.66,593.85,932.71,641.97,911.34,543.82,918.23,505.67,882.77,579.65,863.99,606.51,,,930.89,504.25,,,1092.26,629.83,,,,,1097.71,619.77,1134.94,627.78,861.5,503.7,1140.9,651.5
20241115-153257-409240_4-1272_dark.jpg,1072.94,562.48,1008.39,596.6,1011.65,645.86,1033.4,640.37,1015.36,511.38,,,993.31,641.23,,,943.82,517.28,918.77,528.17,947.21,596.38,960.48,647.72,954.66,593.85,932.71,641.97,911.34,543.82,918.23,505.67,882.77,579.65,863.99,606.51,,,930.89,504.25,,,1092.26,629.83,,,,,1097.71,619.77,1134.94,627.78,861.5,503.7,1140.9,651.5
20241115-153257-409240_4-1272_norm.jpg,1072.94,562.48,1008.39,596.6,1011.65,645.86,1033.4,640.37,1015.36,511.38,,,993.31,641.23,,,943.82,517.28,918.77,528.17,947.21,596.38,960.48,647.72,954.66,593.85,932.71,641.97,911.34,543.82,918.23,505.67,882.77,579.65,863.99,606.51,,,930.89,504.25,,,1092.26,629.83,,,,,1097.71,619.77,1134.94,627.78,861.5,503.7,1140.9,651.5
20241115-153257-409240_4-1272_orig.jpg,1072.94,562.48,1008.39,596.6,1011.65,645.86,1033.4,640.37,1015.36,511.38,,,993.31,641.23,,,943.82,517.28,918.77,528.17,947.21,596.38,960.48,647.72,954.66,593.85,932.71,641.97,911.34,543.82,918.23,505.67,882.77,579.65,863.99,606.51,,,930.89,504.25,,,1092.26,629.83,,,,,1097.71,619.77,1134.94,627.78,861.5,503.7,1140.9,651.5
20241115-153257-409240_4-1272_scaled.jpg,1072.94,562.48,1008.39,596.6,1011.65,645.86,1033.4,640.37,1015.36,511.38,,,993.31,641.23,,,943.82,517.28,918.77,528.17,947.21,596.38,960.48,647.72,954.66,593.85,932.71,641.97,911.34,543.82,918.23,505.67,882.77,579.65,863.99,606.51,,,930.89,504.25,,,1092.26,629.83,,,,,1097.71,619.77,1134.94,627.78,861.5,503.7,1140.9,651.5
20241115-153257-409240_4-1567_blurred.jpg,886.56,582.69,825.45,608.18,819.99,668.39,836.58,663.75,883.53,496.04,758.73,610.54,740.81,663.13,769.41,658.22,812.78,453.62,738.53,437.69,779.38,576.23,729.59,553.28,763.85,583.62,718.04,560.74,753.92,448.67,775.06,398.16,719.24,495.03,683.37,546.46,,,737.92,412.29,688.78,491.53,871.95,658.81,912.66,642.39,940.47,640.9,942.66,649.55,911.86,652.9,676.4,397.1,958.4,681.9
20241115-153257-409240_4-1567_bright.jpg,886.56,582.69,825.45,608.18,819.99,668.39,836.58,663.75,883.53,496.04,758.73,610.54,740.81,663.13,769.41,658.22,812.78,453.62,738.53,437.69,779.38,576.23,729.59,553.28,763.85,583.62,718.04,560.74,753.92,448.67,775.06,398.16,719.24,495.03,683.37,546.46,,,737.92,412.29,688.78,491.53,871.95,658.81,912.66,642.39,940.47,640.9,942.66,649.55,911.86,652.9,676.4,397.1,958.4,681.9
20241115-153257-409240_4-1567_dark.jpg,886.56,582.69,825.45,608.18,819.99,668.39,836.58,663.75,883.53,496.04,758.73,610.54,740.81,663.13,769.41,658.22,812.78,453.62,738.53,437.69,779.38,576.23,729.59,553.28,763.85,583.62,718.04,560.74,753.92,448.67,775.06,398.16,719.24,495.03,683.37,546.46,,,737.92,412.29,688.78,491.53,871.95,658.81,912.66,642.39,940.47,640.9,942.66,649.55,911.86,652.9,676.4,397.1,958.4,681.9
20241115-153257-409240_4-1567_norm.jpg,886.56,582.69,825.45,608.18,819.99,668.39,836.58,663.75,883.53,496.04,758.73,610.54,740.81,663.13,769.41,658.22,812.78,453.62,738.53,437.69,779.38,576.23,729.59,553.28,763.85,583.62,718.04,560.74,753.92,448.67,775.06,398.16,719.24,495.03,683.37,546.46,,,737.92,412.29,688.78,491.53,871.95,658.81,912.66,642.39,940.47,640.9,942.66,649.55,911.86,652.9,676.4,397.1,958.4,681.9
20241115-153257-409240_4-1567_orig.jpg,886.56,582.69,825.45,608.18,819.99,668.39,836.58,663.75,883.53,496.04,758.73,610.54,740.81,663.13,769.41,658.22,812.78,453.62,738.53,437.69,779.38,576.23,729.59,553.28,763.85,583.62,718.04,560.74,753.92,448.67,775.06,398.16,719.24,495.03,683.37,546.46,,,737.92,412.29,688.78,491.53,871.95,658.81,912.66,642.39,940.47,640.9,942.66,649.55,911.86,652.9,676.4,397.1,958.4,681.9
20241115-153257-409240_4-1567_scaled.jpg,886.56,582.69,825.45,608.18,819.99,668.39,836.58,663.75,883.53,496.04,758.73,610.54,740.81,663.13,769.41,658.22,812.78,453.62,738.53,437.69,779.38,576.23,729.59,553.28,763.85,583.62,718.04,560.74,753.92,448.67,775.06,398.16,719.24,495.03,683.37,546.46,,,737.92,412.29,688.78,491.53,871.95,658.81,912.66,642.39,940.47,640.9,942.66,649.55,911.86,652.9,676.4,397.1,958.4,681.9
20241115-153257-409240_4-2136_blurred.jpg,,,1183.82,573.3,1195.39,668.77,1165.86,654.91,1118.85,485.23,,,1049.12,664.54,1068.54,654.36,1030.78,504.7,,,1086.12,627.43,999.04,652.09,,,1038.11,667.75,991.81,533.39,1002.29,476.32,945.53,576.15,919.32,620.89,,,,,,,,,960.3,643.62,,,,,,,909.0,475.0,1230.5,681.0
20241115-153257-409240_4-2136_bright.jpg,,,1183.82,573.3,1195.39,668.77,1165.86,654.91,1118.85,485.23,,,1049.12,664.54,1068.54,654.36,1030.78,504.7,,,1086.12,627.43,999.04,652.09,,,1038.11,667.75,991.81,533.39,1002.29,476.32,945.53,576.15,919.32,620.89,,,,,,,,,960.3,643.62,,,,,,,909.0,475.0,1230.5,681.0
20241115-153257-409240_4-2136_dark.jpg,,,1183.82,573.3,1195.39,668.77,1165.86,654.91,1118.85,485.23,,,1049.12,664.54,1068.54,654.36,1030.78,504.7,,,1086.12,627.43,999.04,652.09,,,1038.11,667.75,991.81,533.39,1002.29,476.32,945.53,576.15,919.32,620.89,,,,,,,,,960.3,643.62,,,,,,,909.0,475.0,1230.5,681.0
20241115-153257-409240_4-2136_norm.jpg,,,1183.82,573.3,1195.39,668.77,1165.86,654.91,1118.85,485.23,,,1049.12,664.54,1068.54,654.36,1030.78,504.7,,,1086.12,627.43,999.04,652.09,,,1038.11,667.75,991.81,533.39,1002.29,476.32,945.53,576.15,919.32,620.89,,,,,,,,,960.3,643.62,,,,,,,909.0,475.0,1230.5,681.0
20241115-153257-409240_4-2136_orig.jpg,,,1183.82,573.3,1195.39,668.77,1165.86,654.91,1118.85,485.23,,,1049.12,664.54,1068.54,654.36,1030.78,504.7,,,1086.12,627.43,999.04,652.09,,,1038.11,667.75,991.81,533.39,1002.29,476.32,945.53,576.15,919.32,620.89,,,,,,,,,960.3,643.62,,,,,,,909.0,475.0,1230.5,681.0
20241115-153257-409240_4-2136_scaled.jpg,,,1183.82,573.3,1195.39,668.77,1165.86,654.91,1118.85,485.23,,,1049.12,664.54,1068.54,654.36,1030.78,504.7,,,1086.12,627.43,999.04,652.09,,,1038.11,667.75,991.81,533.39,1002.29,476.32,945.53,576.15,919.32,620.89,,,,,,,,,960.3,643.62,,,,,,,909.0,475.0,1230.5,681.0
20241115-153257-409240_4-2369_blurred.jpg,,,,,1130.7,649.94,,,,,1024.08,594.52,1022.78,647.66,1024.82,630.85,1087.12,506.03,1095.36,530.93,,,1121.2,652.5,,,,,1121.7,534.45,1126.95,499.27,1139.47,580.14,1132.38,631.82,1069.47,543.79,1050.78,510.83,1097.82,585.2,,,1295.04,632.75,1244.06,591.19,1178.49,577.19,,,1005.1,484.9,1295.6,664.3
20241115-153257-409240_4-2369_bright.jpg,,,,,1130.7,649.94,,,,,1024.08,594.52,1022.78,647.66,1024.82,630.85,1087.12,506.03,1095.36,530.93,,,1121.2,652.5,,,,,1121.7,534.45,1126.95,499.27,1139.47,580.14,1132.38,631.82,1069.47,543.79,1050.78,510.83,1097.82,585.2,,,1295.04,632.75,1244.06,591.19,1178.49,577.19,,,1005.1,484.9,1295.6,664.3
20241115-153257-409240_4-2369_dark.jpg,,,,,1130.7,649.94,,,,,1024.08,594.52,1022.78,647.66,1024.82,630.85,1087.12,506.03,1095.36,530.93,,,1121.2,652.5,,,,,1121.7,534.45,1126.95,499.27,1139.47,580.14,1132.38,631.82,1069.47,543.79,1050.78,510.83,1097.82,585.2,,,1295.04,632.75,1244.06,591.19,1178.49,577.19,,,1005.1,484.9,1295.6,664.3
20241115-153257-409240_4-2369_norm.jpg,,,,,1130.7,649.94,,,,,1024.08,594.52,1022.78,647.66,1024.82,630.85,1087.12,506.03,1095.36,530.93,,,1121.2,652.5,,,,,1121.7,534.45,1126.95,499.27,1139.47,580.14,1132.38,631.82,1069.47,543.79,1050.78,510.83,1097.82,585.2,,,1295.04,632.75,1244.06,591.19,1178.49,577.19,,,1005.1,484.9,1295.6,664.3
20241115-153257-409240_4-2369_orig.jpg,,,,,1130.7,649.94,,,,,1024.08,594.52,1022.78,647.66,1024.82,630.85,1087.12,506.03,1095.36,530.93,,,1121.2,652.5,,,,,1121.7,534.45,1126.95,499.27,1139.47,580.14,1132.38,631.82,1069.47,543.79,1050.78,510.83,1097.82,585.2,,,1295.04,632.75,1244.06,591.19,1178.49,577.19,,,1005.1,484.9,1295.6,664.3
20241115-153257-409240_4-2369_scaled.jpg,,,,,1130.7,649.94,,,,,1024.08,594.52,1022.78,647.66,1024.82,630.85,1087.12,506.03,1095.36,530.93,,,1121.2,652.5,,,,,1121.7,534.45,1126.95,499.27,1139.47,580.14,1132.38,631.82,1069.47,543.79,1050.78,510.83,1097.82,585.2,,,1295.04,632.75,1244.06,591.19,1178.49,577.19,,,1005.1,484.9,1295.6,664.3
20241115-153257-409240_4-2793_blurred.jpg,773.98,542.1,695.8,594.67,740.14,656.24,758.43,636.45,717.18,499.79,,,783.01,643.57,789.9,621.11,648.05,485.05,,,639.6,553.12,571.2,589.09,632.42,579.23,591.25,650.67,598.95,480.93,629.46,450.24,558.86,478.71,533.15,492.93,,,639.99,470.25,,,814.8,601.84,,,990.65,588.72,939.26,590.31,882.91,600.86,532.5,447.9,1024.7,666.0
